	mean_abundance	occurrence	predicted_occurrence	lower_conf_int	upper_conf_int	full_taxonomy
G002006995	1.4084507042253522e-07	0.007042253521126761	0.0014207093813688454	6.767655190413266e-05	0.02903886365503286	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Izhakiella; s__Izhakiella sp. D4N98
G001940945	1.4084507042253522e-07	0.007042253521126761	0.0014207093813688454	6.767655190413266e-05	0.02903886365503286	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia sp. Phil8
G001279585	1.4084507042253522e-07	0.007042253521126761	0.0014207093813688454	6.767655190413266e-05	0.02903886365503286	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptosporangiales; f__Nocardiopsaceae; g__Nocardiopsis; s__Nocardiopsis sp. NRRL B-16309
G001908775	1.4084507042253522e-07	0.007042253521126761	0.0014207093813688454	6.767655190413266e-05	0.02903886365503286	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xanthomonas; s__Xanthomonas gardneri
G001941825	1.4084507042253522e-07	0.007042253521126761	0.0014207093813688454	6.767655190413266e-05	0.02903886365503286	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__Massilia putida
G001630765	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Dietziaceae; g__Dietzia; s__Dietzia maris
G000442905	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Avibacterium; s__Avibacterium paragallinarum
G001606025	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter alimentarius
G001644385	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Rhizomicrobium; s__Rhizomicrobium sp. SCGC AG-212-E05
G000436035	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella sp. CAG:732
G000429825	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Cohnella; s__Cohnella thermotolerans
G000373345	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia wadei
G001665955	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium sp. EPI-003-04-2554_SCH2473622
G900116365	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Zhouia; s__Zhouia amylolytica
G900116625	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Idiomarinaceae; g__Idiomarina; s__Idiomarina abyssalis
G900113085	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nevskiales; f__Sinobacteraceae; g__Fontimonas; s__Fontimonas thermophila
G001713435	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Blastomonas; s__Blastomonas sp. RAC04
G001687305	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces sp. VUL7
G000414445	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__Gardnerella vaginalis
G001887245	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Neomicrococcus; s__Neomicrococcus aestuarii
G001899175	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__; c__; o__; f__; g__Candidatus Kapabacteria; s__Candidatus Kapabacteria sp. 59-99
G000413315	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionibacterium; s__Propionibacterium sp. oral taxon 192
G001866515	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__Massilia timonae
G001865575	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Paraburkholderia; s__Paraburkholderia sprentiae
G001938355	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__[Haemophilus] parasuis
G000420425	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces vaccimaxillae
G000422085	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia liquefaciens
G001814535	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces sp. HMSC065F12
G000383535	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Nocardia; s__Nocardia sp. 348MFTsu5.1
G000422745	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium gubbeenense
G000383415	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__Hyphomicrobium zavarzinii
G900093775	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus glycinifermentans
G000422985	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Porphyrobacter; s__Porphyrobacter cryptus
G000423765	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus porci
G001758345	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter towneri
G001758225	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Humibacillus; s__Humibacillus sp. DSM 29435
G000425185	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Pleomorphomonas; s__Pleomorphomonas koreensis
G001713375	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__Hydrogenophaga sp. RAC07
G000380085	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus merionis
G000428745	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__Veillonella magna
G000953875	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia; s__Ralstonia mannitolilytica
G000577555	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium jeddahense
G000466965	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Loktanella; s__Loktanella cinnabarina
G001189535	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Arsenicicoccus; s__Arsenicicoccus sp. oral taxon 190
G001247715	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseovarius; s__Roseovarius tolerans
G001263755	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium riegelii
G000763885	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus versutus
G001274535	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia sp. oral taxon 212
G001276605	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__Achromatium; s__Achromatium sp. WMS2
G000763905	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus halophilus
G001277995	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium deserti
G000758825	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Arcanobacterium; s__Arcanobacterium sp. S3PF19
G001281505	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__; g__Lawsonella; s__Lawsonella clevelandensis
G001291445	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium mucogenicum
G000756655	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Alcanivoracaceae; g__Alcanivorax; s__Alcanivorax jadensis
G000754275	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Pasteurella; s__Pasteurella multocida
G000746195	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium sp. UNCCL10
G000759695	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium kyorinense
G000741775	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium subtile
G000768675	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Knoellia; s__Knoellia flava
G000768955	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas crevioricanis
G000934435	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Cyanobacteria; c__; o__Nostocales; f__Hapalosiphonaceae; g__Mastigocladus; s__Mastigocladus laminosus
G000832305	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus; s__Cupriavidus basilensis
G000814825	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__Coriobacteriaceae bacterium 68-1-3
G000980875	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leucobacter; s__Leucobacter sp. Ag1
G000981525	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__Lactococcus piscium
G000982825	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Cronobacter; s__Cronobacter sakazakii
G001063195	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leifsonia; s__Leifsonia xyli
G001005145	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Jiangellales; f__Jiangellaceae; g__Jiangella; s__Jiangella alkaliphila
G001010805	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__Spongiibacter; s__Spongiibacter sp. IMCC21906
G001021385	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium sp. EPa45
G000772395	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Gallibacterium; s__Gallibacterium anatis
G001021495	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium nebraskense
G001027865	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__Neisseria arctica
G001037925	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Chromobacteriaceae; g__Vogesella; s__Vogesella sp. EB
G000786105	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__Bdellovibrio sp. ArHS
G001602975	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__Clostridiales bacterium Firm_02
G000741645	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium minimum
G001403775	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Dermabacteraceae; g__Helcobacillus; s__Helcobacillus massiliensis
G001465295	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas translucida
G001483765	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Nesterenkonia; s__Nesterenkonia jeotgali
G000524475	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__; g__Tomitella; s__Tomitella biformata
G001552475	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium oleivorans
G000518225	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__Helicobacter pametensis
G001556105	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__Pseudoxanthomonas mexicana
G001462205	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Halorubraceae; g__Halopenitus; s__Halopenitus sp. DYS4
G001558415	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio fluvialis
G000508405	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus rhamnosus
G000508185	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium sp. C100
G001583415	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium phlei
G000488855	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XIII. Incertae Sedis; g__; s__[Eubacterium] brachy
G000475415	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas; s__Halomonas sp. PBN3
G000472385	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__Bradyrhizobium sp. ARR65
G001571285	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Kluyvera; s__Kluyvera cryocrescens
G001307545	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium fortuitum
G000568255	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Kutzneria; s__Kutzneria sp. 744
G000614065	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella dentasini
G000733585	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Lysinibacillus; s__Lysinibacillus sphaericus
G001408335	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__Kocuria salsicia
G000723405	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__Hydrogenophaga intermedia
G001418255	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__Thiomonas; s__Thiomonas bhubaneswarensis
G000715505	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Thioclava; s__Thioclava dalianensis
G001423185	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Plantibacter; s__Plantibacter sp. Leaf314
G000612605	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea septica
G000701705	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__Bilophila wadsworthia
G001424525	2.8169014084507043e-07	0.014084507042253521	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__Methylobacterium sp. Leaf399
G001428125	2.8169014084507043e-07	0.007042253521126761	0.002840467173793493	0.00024841966781919897	0.03162284338479593	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__Nocardioides sp. Soil774
